is_single_product,model,brand,shotcount,title,price,trade_type,status,region,date,user,link,success
True,ZFC,Nikon,,售 Nikon ZF 黑色機身 公司貨(已過保),39800,sell,sold,台北市,2025-12-30,88588,http://market.dcview.com/post/508068,True
True,800mm F5.6E,Nikon,,【售】: Nikon 800mm F5.6E FL ED VR AF-S 水貨(外觀95新超高CP值),162000,sell,,新北市,2025-12-30,老鷹精,http://market.dcview.com/post/508039,True
True,F,Nikon,,【小吳日常】黑胡桃木 餅乾鏡頭 For Nikon F 卡口 相機 底片感 即可拍 泛焦 街拍 含保固,990,sell,sold,桃園市,2025-12-29,小吳日常,http://market.dcview.com/post/508029,True
True,Z24-70F4,Nikon,,【小吳日常】黑胡桃木 餅乾鏡頭 For Nikon Z 卡口 相機 底片感 即可拍 泛焦 街拍 含保固,990,sell,sold,桃園市,2025-12-29,小吳日常,http://market.dcview.com/post/508028,True
True,Nikonos IV-A,Nikon,,Nikonos IV-A 防水底片,4500,sell,,台中市,2025-12-29,小狼愛小櫻,http://market.dcview.com/post/508001,True
True,Zfc,Nikon,11000,Nikon ZFC 銀色 單機身 平輸 快門11xxx,19500,sell,,新北市,2025-12-29,Jason255,http://market.dcview.com/post/507969,True
True,80-400mm f4.5-5.6 G ED VR,Nikon,,Nikon AF-S NIKKOR 80-400mm f4.5-5.6 G ED VR 遠攝變焦鏡頭,18800,sell,,台北市,2025-12-29,威廉R,http://market.dcview.com/post/507953,True
True,Z14-30F4,Nikon,,Z14-30 F4,24000,sell,,高雄市,2025-12-29,ococ33,http://market.dcview.com/post/507933,True
True,28-75mm F2.8 VXD G2,TAMRON,,TAMRON 28-75mm F2.8 Dilll VXD G2 騰龍 A063Z 公司貨 For Nikon Z,18000,sell,,屏東縣,2025-12-29,hjw,http://market.dcview.com/post/507932,True
True,F3,Nikon,,Nikon FTZ 二代,5500,sell,sold,台中市,2025-12-28,KRR5100,http://market.dcview.com/post/507871,True
False,"Z50ii, 16-50mm",Nikon,,Nikon Z50ii + 16-50mm kit 公司保內 2原電,26000,sell,sold,台中市,2025-12-28,KRR5100,http://market.dcview.com/post/507870,True
True,Z28-400,Nikon,,售Nikon z28-400,31000,sell,sold,高雄市,2025-12-28,老賣年糕,http://market.dcview.com/post/507859,True
True,D780,Nikon,,平輸D780,25000,sell,,台南市,2025-12-28,阿霖霖,http://market.dcview.com/post/507847,True
True,D810,Nikon,,徵 Nikon D810 北部縣市都可以面交,15000,buy,,桃園市,2025-12-28,Linsean,http://market.dcview.com/post/507841,True
True,14-24mm,Nikon,,NIKON 14-24 AF-S NIKKOR 14-24mm f/2.8G ED,15000,sell,,新北市,2025-12-28,xp0724,http://market.dcview.com/post/507840,True
True,Z6II,Nikon,,Nikon Z6II,29000,sell,,彰化縣,2025-12-28,阿穩哥,http://market.dcview.com/post/507838,True
False,D810,Nikon,,Nikon D810 公司貨 (快門3萬/盒單全) + 鏡頭群出清,22000,sell,,新竹市,2025-12-28,台北魚,http://market.dcview.com/post/507816,True
True,D810,Nikon,1000,D810 水貨快門一千多,25000,sell,,新竹市,2025-12-28,lis250,http://market.dcview.com/post/507815,True
True,Z7,Nikon,120000,Z7 公司快門12萬盒裝,30000,sell,,新竹市,2025-12-28,lis250,http://market.dcview.com/post/507814,True
True,Z6II,Nikon,23000,Z6II 水貨盒裝 快門23XXX,30000,sell,,新竹市,2025-12-28,lis250,http://market.dcview.com/post/507813,True
True,Z24-70F2.8,Nikon,,NIKON 24-70 F2.8 S 公司貨 LED 不顯示,35000,sell,sold,新竹市,2025-12-28,lis250,http://market.dcview.com/post/507812,True
True,Unknown,Nikon,,尼康聯名pgy onego胸包3L白色,1600,sell,,新北市,2025-12-28,poshin1019,http://market.dcview.com/post/507808,True
True,Z6III,Nikon,,Nikon Z63 Z6III 單機身 公司貨 保固中,50500,sell,,新北市,2025-12-28,tbscsh,http://market.dcview.com/post/507800,True
True,Z24-70F4,Nikon,,收 Nikon z 24-70 f4 s,9000,buy,,台中市,2025-12-28,aa44a51,http://market.dcview.com/post/507795,True
False,"50mm F1.8, 12-24 F4","Nikon, Tokina",,Nikon 50mm F1.8、Tokina 12-24 F4,2700,sell,,台北市,2025-12-28,旅行足跡,http://market.dcview.com/post/507788,True
True,Z70-200F2.8VR,Nikon,,NIKKOR Z 70-200mm F2.8 VR S,49000,sell,sold,新北市,2025-12-27,hua273,http://market.dcview.com/post/507778,True
False,"FX-Z, XTZ",Nikon,,徵BORYOZA FX-Z、SHOTEN XTZ 富士尼康轉接環,99999,buy,,台中市,2025-12-27,everfriend,http://market.dcview.com/post/507776,True
False,"Z24-70F4, Z24-200F4-6.3VR, Z24-120F4S",Nikon,,Nikon Z 24-70mm F4S / Z 24-200mm F4-6.3 VR (可換Z 24-120 F4S),17000,sell,sold,高雄市,2025-12-27,Upton777,http://market.dcview.com/post/507771,True
True,325G,ProGrade,,『售』ProGrade 325G CFexpress Type B 1700mb超高速記憶卡,5500,sell,,新北市,2025-12-27,老鷹精,http://market.dcview.com/post/507756,True
True,Z6II,Nikon,,Nikon Z6ii,26000,sell,,台中市,2025-12-27,Jacson25,http://market.dcview.com/post/507753,True
False,"Z30, Viltrox 56mm F1.7 Z-mount",Nikon,,Nikon Z30 + Viltrox 56mm F1.7 Z-mount,16500,sell,sold,台北市,2025-12-27,phuc,http://market.dcview.com/post/507749,True
True,EN-EL15c,Nikon,,EN-EL15c,1350,sell,sold,桃園市,2025-12-27,Joechoz,http://market.dcview.com/post/507719,True
False,"CFexpress 4.0 Type B, 2.0 Type B, SD Reader",ProGrade Digital,,ProGrade Digital CFexpress 4.0 Type B 黃金記憶卡 1TB & ProGrade 2.0 Type B / SD 雙槽讀卡機（不拆賣）,10000,sell,sold,新北市,2025-12-27,黑夜白晝,http://market.dcview.com/post/507718,True
True,Z6III,Nikon,7813,Nikon Z6III Z63 無反光鏡相機 公司貨 快門數7813 保固中,50800,sell,,台北市,2025-12-26,威廉R,http://market.dcview.com/post/507678,True
True,Z6III,Nikon,,Nikon Z6III 機身 公司貨,50000,sell,,桃園市,2025-12-26,lowlence,http://market.dcview.com/post/507662,True
True,Z 50mm F1.4,Nikon,,Nikon Z 50mm F1.4 公司貨 保固內,11500,sell,,新北市,2025-12-26,Jason255,http://market.dcview.com/post/507644,True
False,"14-24mm F2.8G, 18-200mm F3.5-5.6G, 80-400mm F4.5-5.6D, 20mm F2.8D, 85mm F1.4D",Nikon,,"Nikon 14-24mm F2.8G, 18-200mm F3.5-5.6G, 80-400mm F4.5-5.6D, 20mm F2.8D, 85mm F1.4D 出清",3000,sell,,新竹縣,2025-12-26,kdlee11,http://market.dcview.com/post/507632,True
True,"Z50, 16-55mm",Nikon,,Nikon Z50 16-55mm kit,14000,buy,sold,高雄市,2025-12-26,小心地滑,http://market.dcview.com/post/507631,True
True,500mm F8,Nikon,,Nikon Reflex-Nikkor 500mm F8 橘線版 反射鏡 定焦鏡 甜甜圈鏡頭,8000,sell,,台北市,2025-12-26,linhof888,http://market.dcview.com/post/507626,True
True,Z24-50F2.8,Nikon,,NIKKOR Z 24-50mm,3800,sell,,台北市,2025-12-26,loserbear0103,http://market.dcview.com/post/507623,True
True,Z6II,Nikon,2,售保存幾乎全新的 Nikon Z6II 機身(快門數只有2;贈全新專用手把&鋼化保護貼),32900,sell,,桃園市,2025-12-26,阿次仔,http://market.dcview.com/post/507620,True
True,Z20mmF1.8S,Nikon,,7.NIKKOR Z 20mm f1.8 S (公司貨),22000,sell,,新北市,2025-12-26,keyden,http://market.dcview.com/post/507611,True
False,"Z5, Z24-70F4",Nikon,,Nikon Z5 + 24-70 F4,25000,sell,sold,桃園市,2025-12-26,Joechoz,http://market.dcview.com/post/507609,True
True,AF-S 24-70mm f/2.8E ED VR,Nikon,,Nikon AF-S 24-70mm f/2.8E ED VR 尼康變焦鏡頭,16000,sell,sold,彰化縣,2025-12-25,kincheer,http://market.dcview.com/post/507589,True
True,Z50,Nikon,,Nikon Z50 16- 50mm kit,14000,sell,sold,高雄市,2025-12-25,小心地滑,http://market.dcview.com/post/507585,True
True,70-300 f4.5-5.6 G ED VR,Nikon,,NIKON AF-S 70-300 f4.5-5.6 G ED VR 攝影王保固半年,5000,sell,sold,新竹縣,2025-12-25,阿維AWEI,http://market.dcview.com/post/507583,True
True,Z24-70F4,Nikon,,Nikon Z 24-70mm F4 S 平輸,11500,sell,sold,新北市,2025-12-25,Jason255,http://market.dcview.com/post/507577,True
True,Milvus 85mm f1.4,Zeiss,,蔡司 Zeiss Milvus 85mm f1.4 zf.2 手動鏡 (可轉接 SONY A7系列與佳能),31500,sell,,台中市,2025-12-25,dora17,http://market.dcview.com/post/507554,True
True,Z26mmF2.8,Nikon,,Nikon Z 26mm f2.8 公司保固內,12000,sell,sold,新北市,2025-12-25,黑夜白晝,http://market.dcview.com/post/507551,True
False,"CFexpress 4.0 Type B, 2.0 Type B, SD Reader",ProGrade Digital,,ProGrade Digital CFexpress 4.0 Type B 黃金記憶卡 1TB & ProGrade 2.0 Type B / SD 雙槽讀卡機（不拆賣）,10500,sell,sold,新北市,2025-12-25,黑夜白晝,http://market.dcview.com/post/507549,True
True,70-300 f4.5-5.6 G ED VR,Nikon,,NIKON AF-S 70-300 f4.5-5.6 G ED VR 攝影王保固半年,5500,sell,sold,新竹縣,2025-12-25,阿維AWEI,http://market.dcview.com/post/507536,True
True,Z26mmF2.8,Nikon,,NIKON NIKKOR Z 26mm F2.8,10000,buy,sold,台南市,2025-12-24,ivanwwa,http://market.dcview.com/post/507513,True
False,"Z6III, F50F1.8",Nikon,,Nikon z6iii & 50/1.4,53000,sell,,台南市,2025-12-24,ClockLee,http://market.dcview.com/post/507510,True
True,Unknown,Nikon,,NIKON 鏡頭,28000,sell,,台中市,2025-12-24,O之助,http://market.dcview.com/post/507470,True
True,Z400mm F4.5S,Nikon,,NIKON Z 400mm F4.5 S 台南可面交 Z445 400定 Z400mm F4.5S,63000,sell,sold,台南市,2025-12-24,achiu69,http://market.dcview.com/post/507454,True
True,70-200 VR II,Nikon,,NIKON 70-200 VR II 小黑六,27000,sell,sold,新竹市,2025-12-24,lis250,http://market.dcview.com/post/507448,True
True,Z DX MC 35mm,Nikon,,Nikon Z DX MC 35mm f1.7 大光圈微距 少用如新,12500,sell,,桃園市,2025-12-24,shangjon,http://market.dcview.com/post/507444,True
False,"D610,Sigma 35mm f/1.4 DG DN Art",Nikon,,Nikon D610+Sigma 35mm f/1.4 DG DN Art,14000,sell,sold,台中市,2025-12-24,二貳yao,http://market.dcview.com/post/507432,True
False,Unknown,Unknown,,沃坦側背包 兩款 9L/9.5L 出師表款傘兵手腕帶PD扣 皆全新未使用,1200,sell,sold,新北市,2025-12-23,陳a翔,http://market.dcview.com/post/507412,True
True,SB-600,Nikon,,Nikon SB-600 Speedlight 尼康閃光燈 SB600,2200,sell,,彰化縣,2025-12-23,kincheer,http://market.dcview.com/post/507400,True
True,D7200,Nikon,,徵NIKON D7200或D610,5000,buy,,台南市,2025-12-23,ken2602838,http://market.dcview.com/post/507393,True
False,"Zfc, Z DX16-50mm",Nikon,,Nikon ZFC + Z DX16-50mm Kit 銀色 平輸,22000,sell,sold,新北市,2025-12-23,Jason255,http://market.dcview.com/post/507359,True
True,"D5600, 18-140mm",Nikon,,Nikon D5600 AF-P 18-140mm f/3.5-5.6G VR KIT鏡頭組,13500,sell,,彰化縣,2025-12-23,chiiieh1123,http://market.dcview.com/post/507358,True
True,Z6II,Nikon,2,售保存幾乎全新的 Nikon Z6II 機身(快門數只有2),33000,sell,,桃園市,2025-12-23,阿次仔,http://market.dcview.com/post/507336,True
True,AF-S 35mm f1.4 G,Nikon,,Nikon AF-S 35mm f1.4 G鏡 (公司貨) 含保護鏡,15500,sell,sold,桃園市,2025-12-23,shangjon,http://market.dcview.com/post/507317,True
True,Z 24-120mm F4 S,Nikon,,Nikon Z 24-120mm F4 S,23000,buy,,高雄市,2025-12-22,Upton777,http://market.dcview.com/post/507261,True
True,Z40mm SE,Nikon,,【售】Nikon z 40mm SE 近全新公司貨保固內,7000,sell,,新竹縣,2025-12-22,荒川客,http://market.dcview.com/post/507255,True
